a,p,q,f,l,T,m,M
660015006,74.21000000,7.64000000,1987478993,1987478993,1782068988300,False,True
660015007,74.21000000,10.93400000,1987478994,1987478994,1782068988302,False,True
660015008,74.21000000,5.92200000,1987478995,1987478995,1782068988305,False,True
660015009,74.21000000,0.37000000,1987478996,1987478996,1782068988307,False,True
660015010,74.21000000,0.35200000,1987478997,1987478997,1782068988307,False,True
660015011,74.21000000,10.09100000,1987478998,1987479011,1782068988309,False,True
660015012,74.21000000,0.48200000,1987479012,1987479012,1782068988311,False,True
660015013,74.21000000,0.46600000,1987479013,1987479013,1782068988311,False,True
660015014,74.21000000,0.49500000,1987479014,1987479014,1782068988313,False,True
660015015,74.21000000,0.47000000,1987479015,1987479015,1782068988314,False,True
660015016,74.21000000,0.40500000,1987479016,1987479016,1782068988423,False,True
660015017,74.21000000,7.18300000,1987479017,1987479017,1782068989003,False,True
660015018,74.21000000,0.68000000,1987479018,1987479018,1782068989005,False,True
660015019,74.21000000,5.27900000,1987479019,1987479019,1782068989021,False,True
660015020,74.21000000,0.44100000,1987479020,1987479020,1782068989022,False,True
660015021,74.21000000,0.52100000,1987479021,1987479021,1782068989024,False,True
660015022,74.21000000,0.43000000,1987479022,1987479022,1782068989025,False,True
660015023,74.21000000,0.50400000,1987479023,1987479023,1782068989026,False,True
660015024,74.21000000,0.39500000,1987479024,1987479024,1782068989028,False,True
660015025,74.21000000,0.45600000,1987479025,1987479025,1782068989029,False,True
660015026,74.21000000,0.47700000,1987479026,1987479026,1782068989031,False,True
660015027,74.21000000,0.26800000,1987479027,1987479027,1782068989438,False,True
660015028,74.21000000,0.26100000,1987479028,1987479028,1782068989692,False,True
660015029,74.20000000,0.82700000,1987479029,1987479029,1782068989808,True,True
660015030,74.21000000,4.57300000,1987479030,1987479030,1782068991260,False,True
660015031,74.21000000,40.14300000,1987479031,1987479031,1782068991261,False,True
660015032,74.21000000,1.85800000,1987479032,1987479032,1782068991262,False,True
660015033,74.21000000,28.68600000,1987479033,1987479033,1782068991263,False,True
660015034,74.21000000,0.26200000,1987479034,1987479034,1782068991265,False,True
660015035,74.21000000,159.35400000,1987479035,1987479052,1782068991265,False,True
660015036,74.22000000,5.63100000,1987479053,1987479063,1782068991446,False,True
660015037,74.22000000,0.48700000,1987479064,1987479070,1782068991449,False,True
660015038,74.22000000,0.34200000,1987479071,1987479074,1782068991449,False,True
660015039,74.22000000,0.49400000,1987479075,1987479081,1782068991451,False,True
660015040,74.22000000,5.80900000,1987479082,1987479098,1782068991571,False,True
660015041,74.23000000,0.48800000,1987479099,1987479099,1782068991910,False,True
660015042,74.23000000,2.85700000,1987479100,1987479100,1782068992914,False,True
660015043,74.23000000,0.74800000,1987479101,1987479101,1782068993913,False,True
660015044,74.23000000,2.17100000,1987479102,1987479102,1782068995464,False,True
660015045,74.23000000,0.10100000,1987479103,1987479104,1782068996272,False,True
660015046,74.22000000,0.68200000,1987479105,1987479105,1782068998007,True,True
660015047,74.23000000,1.73200000,1987479106,1987479109,1782069001939,False,True
660015048,74.23000000,0.11200000,1987479110,1987479110,1782069004034,False,True
660015049,74.23000000,1.73100000,1987479111,1987479111,1782069005054,False,True
660015050,74.22000000,4.87800000,1987479112,1987479112,1782069006244,True,True
660015051,74.22000000,0.13400000,1987479113,1987479113,1782069013507,True,True
660015052,74.23000000,5.31200000,1987479114,1987479128,1782069016326,False,True
660015053,74.22000000,0.18000000,1987479129,1987479129,1782069017825,True,True
660015054,74.22000000,0.74200000,1987479130,1987479130,1782069023669,True,True
660015055,74.23000000,0.10100000,1987479131,1987479132,1782069025881,False,True
660015056,74.22000000,17.98100000,1987479133,1987479133,1782069027022,True,True
660015057,74.22000000,72.18200000,1987479134,1987479136,1782069027427,True,True
660015058,74.23000000,0.72100000,1987479137,1987479141,1782069028757,False,True
660015059,74.23000000,0.10600000,1987479142,1987479142,1782069030975,False,True
660015060,74.22000000,0.13400000,1987479143,1987479143,1782069032571,True,True
660015061,74.22000000,9.35700000,1987479144,1987479144,1782069034958,True,True
660015062,74.22000000,30.33500000,1987479145,1987479146,1782069037092,True,True
660015063,74.23000000,22.33600000,1987479147,1987479166,1782069041156,False,True
660015064,74.24000000,6.86700000,1987479167,1987479179,1782069041181,False,True
660015065,74.24000000,0.07500000,1987479180,1987479181,1782069041183,False,True
660015066,74.24000000,0.58000000,1987479182,1987479184,1782069041184,False,True
660015067,74.24000000,0.76500000,1987479185,1987479185,1782069041185,False,True
660015068,74.24000000,1.57500000,1987479186,1987479201,1782069041187,False,True
660015069,74.24000000,0.28700000,1987479202,1987479202,1782069041190,True,True
660015070,74.25000000,1.46400000,1987479203,1987479203,1782069041211,False,True
660015071,74.25000000,11.15700000,1987479204,1987479204,1782069041386,False,True
660015072,74.25000000,1.00000000,1987479205,1987479205,1782069043321,False,True
660015073,74.25000000,2.30000000,1987479206,1987479206,1782069043837,False,True
660015074,74.25000000,1.83300000,1987479207,1987479207,1782069044396,False,True
660015075,74.24000000,26.97300000,1987479208,1987479208,1782069045146,True,True
660015076,74.24000000,0.51300000,1987479209,1987479209,1782069045385,True,True
660015077,74.25000000,233.26800000,1987479210,1987479239,1782069045921,False,True
660015078,74.26000000,269.48100000,1987479240,1987479270,1782069045921,False,True
660015079,74.27000000,195.08400000,1987479271,1987479286,1782069045921,False,True
660015080,74.26000000,204.73700000,1987479287,1987479306,1782069045926,True,True
660015081,74.25000000,0.92800000,1987479307,1987479307,1782069045930,True,True
660015082,74.25000000,0.93100000,1987479308,1987479308,1782069045930,True,True
660015083,74.25000000,0.91400000,1987479309,1987479309,1782069045933,True,True
660015084,74.25000000,0.45600000,1987479310,1987479310,1782069045936,True,True
660015085,74.25000000,0.22700000,1987479311,1987479311,1782069045938,True,True
660015086,74.25000000,0.25600000,1987479312,1987479312,1782069045995,True,True
660015087,74.25000000,2.69100000,1987479313,1987479313,1782069046929,True,True
660015088,74.25000000,0.13700000,1987479314,1987479314,1782069047675,True,True
660015089,74.25000000,47.26200000,1987479315,1987479339,1782069051295,True,True
660015090,74.24000000,0.77600000,1987479340,1987479340,1782069051747,True,True
660015091,74.24000000,0.14000000,1987479341,1987479341,1782069053501,True,True
660015092,74.24000000,0.25200000,1987479342,1987479342,1782069053826,True,True
660015093,74.24000000,0.64600000,1987479343,1987479343,1782069057683,True,True
660015094,74.25000000,47.66000000,1987479344,1987479346,1782069058748,False,True
660015095,74.24000000,35.89100000,1987479347,1987479357,1782069060140,True,True
660015096,74.24000000,1.28800000,1987479358,1987479358,1782069062254,True,True
660015097,74.24000000,0.48700000,1987479359,1987479359,1782069062718,True,True
660015098,74.25000000,5.12100000,1987479360,1987479367,1782069063021,False,True
660015099,74.25000000,32.68500000,1987479368,1987479380,1782069063022,False,True
660015100,74.26000000,5.84400000,1987479381,1987479381,1782069065796,False,True
660015101,74.26000000,4.21600000,1987479382,1987479389,1782069066542,False,True
660015102,74.26000000,5.45900000,1987479390,1987479401,1782069067568,False,True
660015103,74.26000000,5.08800000,1987479402,1987479410,1782069068353,False,True
660015104,74.26000000,6.52900000,1987479411,1987479418,1782069069699,False,True
660015105,74.26000000,13.55900000,1987479419,1987479437,1782069071135,False,True
660015106,74.27000000,1.73500000,1987479438,1987479450,1782069071342,False,True
660015107,74.26000000,0.13300000,1987479451,1987479451,1782069071505,True,True
660015108,74.27000000,0.76300000,1987479452,1987479459,1782069072335,False,True
660015109,74.26000000,0.07500000,1987479460,1987479460,1782069072638,True,True
660015110,74.27000000,0.14900000,1987479461,1987479461,1782069074321,False,True
660015111,74.26000000,0.62800000,1987479462,1987479462,1782069074585,True,True
660015112,74.26000000,0.52300000,1987479463,1987479463,1782069078221,True,True
660015113,74.26000000,0.21700000,1987479464,1987479464,1782069078565,True,True
660015114,74.27000000,1.39900000,1987479465,1987479480,1782069078696,False,True
660015115,74.27000000,0.07500000,1987479481,1987479481,1782069080368,True,True
660015116,74.28000000,0.67400000,1987479482,1987479488,1782069081256,False,True
660015117,74.27000000,0.83300000,1987479489,1987479489,1782069082322,True,True
660015118,74.27000000,0.11100000,1987479490,1987479490,1782069083647,True,True
660015119,74.28000000,0.23200000,1987479491,1987479492,1782069083836,False,True
660015120,74.27000000,1.21600000,1987479493,1987479493,1782069086535,True,True
660015121,74.28000000,0.10100000,1987479494,1987479495,1782069086698,False,True
660015122,74.28000000,14.11900000,1987479496,1987479511,1782069086817,False,True
660015123,74.27000000,0.18400000,1987479512,1987479512,1782069088930,True,True
660015124,74.27000000,0.89000000,1987479513,1987479513,1782069089903,True,True
660015125,74.28000000,1.66200000,1987479514,1987479531,1782069092572,False,True
660015126,74.29000000,0.08800000,1987479532,1987479533,1782069095195,False,True
660015127,74.29000000,8.00000000,1987479534,1987479534,1782069095195,False,True
660015128,74.29000000,10.16200000,1987479535,1987479543,1782069095195,False,True
660015129,74.29000000,8.24400000,1987479544,1987479558,1782069095195,False,True
660015130,74.30000000,7.75600000,1987479559,1987479560,1782069095195,False,True
660015131,74.30000000,4.00000000,1987479561,1987479561,1782069095195,False,True
660015132,74.30000000,1.00000000,1987479562,1987479566,1782069095197,False,True
660015133,74.30000000,4.00000000,1987479567,1987479567,1782069095239,False,True
660015134,74.30000000,8.00000000,1987479568,1987479568,1782069095240,False,True
660015135,74.30000000,2.96000000,1987479569,1987479569,1782069095252,False,True
660015136,74.30000000,14.64100000,1987479570,1987479582,1782069095347,False,True
660015137,74.30000000,1.46400000,1987479583,1987479583,1782069095347,False,True
660015138,74.30000000,1.54800000,1987479584,1987479599,1782069096291,False,True
660015139,74.30000000,0.57300000,1987479600,1987479607,1782069096293,False,True
660015140,74.31000000,0.41800000,1987479608,1987479610,1782069096948,False,True
660015141,74.31000000,0.16700000,1987479611,1987479613,1782069098047,False,True
660015142,74.30000000,0.41200000,1987479614,1987479614,1782069100073,True,True
660015143,74.31000000,2.96000000,1987479615,1987479622,1782069101239,False,True
660015144,74.31000000,1.76100000,1987479623,1987479641,1782069101241,False,True
660015145,74.32000000,45.66400000,1987479642,1987479650,1782069102595,False,True
660015146,74.31000000,0.20200000,1987479651,1987479651,1782069102687,True,True
660015147,74.32000000,5.68300000,1987479652,1987479652,1782069103222,False,True
660015148,74.31000000,0.27600000,1987479653,1987479653,1782069105109,True,True
660015149,74.31000000,0.38100000,1987479654,1987479654,1782069105109,True,True
660015150,74.31000000,0.25000000,1987479655,1987479655,1782069105109,True,True
660015151,74.31000000,0.30200000,1987479656,1987479656,1782069105110,True,True
660015152,74.31000000,0.26300000,1987479657,1987479657,1782069105110,True,True
660015153,74.31000000,0.37300000,1987479658,1987479658,1782069108980,True,True
660015154,74.31000000,0.13900000,1987479659,1987479659,1782069111119,True,True
660015155,74.31000000,0.10000000,1987479660,1987479660,1782069112759,True,True
660015156,74.32000000,0.10100000,1987479661,1987479661,1782069116281,False,True
660015157,74.32000000,0.30200000,1987479662,1987479662,1782069118991,False,True
660015158,74.31000000,139.84300000,1987479663,1987479680,1782069120238,True,True
660015159,74.31000000,66.27600000,1987479681,1987479684,1782069120238,True,True
660015160,74.30000000,1.46400000,1987479685,1987479687,1782069120321,True,True
660015161,74.30000000,16.15000000,1987479688,1987479703,1782069120805,True,True
660015162,74.29000000,18.90300000,1987479704,1987479721,1782069120886,True,True
660015163,74.29000000,0.14400000,1987479722,1987479723,1782069120887,True,True
660015164,74.29000000,0.10100000,1987479724,1987479724,1782069121459,False,True
660015165,74.28000000,0.07500000,1987479725,1987479726,1782069123405,True,True
660015166,74.29000000,8.07400000,1987479727,1987479727,1782069123624,False,True
660015167,74.29000000,1.34300000,1987479728,1987479728,1782069124510,False,True
660015168,74.29000000,0.08000000,1987479729,1987479729,1782069125978,False,True
660015169,74.29000000,25.93500000,1987479730,1987479730,1782069127607,False,True
660015170,74.29000000,24.13100000,1987479731,1987479750,1782069127764,False,True
660015171,74.30000000,4.00000000,1987479751,1987479751,1782069127767,False,True
660015172,74.30000000,8.00000000,1987479752,1987479752,1782069127767,False,True
660015173,74.30000000,2.93000000,1987479753,1987479762,1782069127800,False,True
660015174,74.30000000,3.45000000,1987479763,1987479766,1782069127815,False,True
660015175,74.30000000,1.46400000,1987479767,1987479772,1782069127816,False,True
660015176,74.30000000,14.60400000,1987479773,1987479788,1782069127866,False,True
660015177,74.31000000,8.48100000,1987479789,1987479808,1782069127944,False,True
660015178,74.31000000,1.46400000,1987479809,1987479809,1782069127945,False,True
660015179,74.30000000,0.07500000,1987479810,1987479810,1782069128562,True,True
660015180,74.30000000,0.19000000,1987479811,1987479811,1782069130756,True,True
660015181,74.30000000,0.30000000,1987479812,1987479812,1782069136284,True,True
660015182,74.30000000,5.13100000,1987479813,1987479813,1782069137167,True,True
660015183,74.30000000,0.17400000,1987479814,1987479814,1782069138652,True,True
660015184,74.31000000,0.27000000,1987479815,1987479817,1782069141397,False,True
660015185,74.31000000,0.45800000,1987479818,1987479825,1782069141936,False,True
660015186,74.30000000,0.08200000,1987479826,1987479826,1782069142855,True,True
660015187,74.30000000,1.23100000,1987479827,1987479827,1782069142878,True,True
660015188,74.30000000,0.75300000,1987479828,1987479828,1782069145614,True,True
660015189,74.30000000,0.12900000,1987479829,1987479829,1782069146387,True,True
660015190,74.30000000,0.13400000,1987479830,1987479830,1782069147086,True,True
660015191,74.31000000,5.48000000,1987479831,1987479836,1782069147589,False,True
660015192,74.30000000,0.61900000,1987479837,1987479837,1782069149558,True,True
660015193,74.30000000,0.12100000,1987479838,1987479838,1782069150280,True,True
660015194,74.30000000,0.13400000,1987479839,1987479839,1782069154148,True,True
660015195,74.31000000,0.13900000,1987479840,1987479840,1782069155758,False,True
660015196,74.31000000,17.17800000,1987479841,1987479892,1782069156671,False,True
660015197,74.32000000,3.21100000,1987479893,1987479935,1782069156796,False,True
660015198,74.32000000,5.00000000,1987479936,1987479936,1782069159897,True,True
660015199,74.33000000,7.98100000,1987479937,1987479941,1782069161144,False,True
660015200,74.33000000,0.36000000,1987479942,1987479942,1782069161247,False,True
660015201,74.33000000,1.45100000,1987479943,1987479958,1782069161546,False,True
660015202,74.33000000,0.42800000,1987479959,1987479964,1782069161548,False,True
660015203,74.34000000,0.26100000,1987479965,1987479967,1782069169819,False,True
660015204,74.33000000,0.08300000,1987479968,1987479968,1782069169820,True,True
660015205,74.33000000,11.29100000,1987479969,1987479969,1782069170500,True,True
660015206,74.34000000,10.93200000,1987479970,1987479988,1782069175626,False,True
660015207,74.34000000,0.10100000,1987479989,1987479989,1782069176095,False,True
660015208,74.34000000,0.23800000,1987479990,1987479990,1782069176120,False,True
660015209,74.33000000,0.06700000,1987479991,1987479991,1782069177388,True,True
660015210,74.33000000,0.32500000,1987479992,1987479992,1782069178359,True,True
660015211,74.34000000,15.00000000,1987479993,1987479994,1782069180510,False,True
660015212,74.33000000,0.06700000,1987479995,1987479995,1782069180836,True,True
660015213,74.33000000,1.46400000,1987479996,1987479996,1782069183069,True,True
660015214,74.33000000,2.70600000,1987479997,1987480004,1782069183409,True,True
660015215,74.34000000,1.46400000,1987480005,1987480005,1782069185835,False,True
660015216,74.34000000,1.58400000,1987480006,1987480022,1782069186196,False,True
660015217,74.35000000,2.35500000,1987480023,1987480027,1782069186592,False,True
660015218,74.35000000,0.57900000,1987480028,1987480028,1782069187372,False,True
660015219,74.35000000,0.13600000,1987480029,1987480029,1782069189256,False,True
660015220,74.35000000,74.11400000,1987480030,1987480050,1782069189256,False,True
660015221,74.36000000,8.00000000,1987480051,1987480057,1782069189256,False,True
660015222,74.36000000,16.00000000,1987480058,1987480069,1782069189256,False,True
660015223,74.36000000,4.00000000,1987480070,1987480070,1782069189256,False,True
660015224,74.36000000,2.10400000,1987480071,1987480072,1782069189257,False,True
660015225,74.37000000,1.00000000,1987480073,1987480082,1782069189258,False,True
660015226,74.37000000,3.91400000,1987480083,1987480085,1782069189263,False,True
660015227,74.37000000,14.64100000,1987480086,1987480092,1782069189319,False,True
660015228,74.37000000,1.46400000,1987480093,1987480093,1782069189319,False,True
660015229,74.37000000,2.95000000,1987480094,1987480097,1782069189357,False,True
660015230,74.37000000,42.72400000,1987480098,1987480113,1782069190067,False,True
660015231,74.37000000,1.46000000,1987480114,1987480129,1782069190071,False,True
660015232,74.37000000,0.33500000,1987480130,1987480130,1782069190290,True,True
660015233,74.38000000,2.79300000,1987480131,1987480156,1782069191471,False,True
660015234,74.39000000,0.69000000,1987480157,1987480160,1782069194257,False,True
660015235,74.38000000,196.88600000,1987480161,1987480166,1782069196017,True,True
660015236,74.38000000,123.74100000,1987480167,1987480189,1782069196017,True,True
660015237,74.37000000,1.46400000,1987480190,1987480193,1782069196114,True,True
660015238,74.38000000,0.67200000,1987480194,1987480194,1782069196139,False,True
660015239,74.37000000,0.40300000,1987480195,1987480195,1782069199064,True,True
